614,1,1806,253,114,827,1,-1,-1,-1
615,1,1774,258,146,822,1,-1,-1,-1
616,1,1718,269,202,811,1,-1,-1,-1
617,1,1674,286,246,794,1,-1,-1,-1
618,1,1655,294,261,783,1,-1,-1,-1
619,1,1655,312,261,765,1,-1,-1,-1
620,1,1655,304,261,773,1,-1,-1,-1
621,1,1651,302,233,770,1,-1,-1,-1
622,1,1651,296,218,754,1,-1,-1,-1
623,1,1633,281,212,737,1,-1,-1,-1
624,1,1614,274,221,737,1,-1,-1,-1
625,1,1604,266,222,745,1,-1,-1,-1
626,1,1598,258,212,749,1,-1,-1,-1
627,1,1600,254,192,753,1,-1,-1,-1
628,1,1594,243,185,753,1,-1,-1,-1
629,1,1569,230,192,761,1,-1,-1,-1
630,1,1557,213,192,771,1,-1,-1,-1
631,1,1544,196,187,738,1,-1,-1,-1
632,1,1539,179,187,738,1,-1,-1,-1
633,1,1507,175,220,745,1,-1,-1,-1
634,1,1503,173,220,745,1,-1,-1,-1
635,1,1490,173,233,745,1,-1,-1,-1
636,1,1481,173,234,745,1,-1,-1,-1
637,1,1470,173,228,745,1,-1,-1,-1
638,1,1465,163,218,745,1,-1,-1,-1
639,1,1465,151,204,429,1,-1,-1,-1
640,1,1457,139,204,429,1,-1,-1,-1
641,1,1458,134,197,429,1,-1,-1,-1
642,1,1445,130,197,429,1,-1,-1,-1
643,1,1445,128,185,429,1,-1,-1,-1
644,1,1446,128,173,429,1,-1,-1,-1
645,1,1425,128,183,429,1,-1,-1,-1
646,1,1413,125,183,429,1,-1,-1,-1
647,1,1407,117,183,429,1,-1,-1,-1
648,1,1401,106,183,429,1,-1,-1,-1
649,1,1393,97,183,378,1,-1,-1,-1
650,1,1385,95,198,373,1,-1,-1,-1
651,1,1383,93,198,374,1,-1,-1,-1
652,1,1370,97,212,371,1,-1,-1,-1
653,1,1366,99,212,371,1,-1,-1,-1
654,1,1366,99,212,371,1,-1,-1,-1
655,1,1359,92,212,371,1,-1,-1,-1
656,1,1367,85,195,371,1,-1,-1,-1
657,1,1360,80,201,371,1,-1,-1,-1
658,1,1364,75,195,371,1,-1,-1,-1
659,1,1370,73,180,371,1,-1,-1,-1
660,1,1370,73,180,371,1,-1,-1,-1
661,1,1371,75,168,371,1,-1,-1,-1
662,1,1371,79,160,371,1,-1,-1,-1
663,1,1357,77,160,371,1,-1,-1,-1
664,1,1357,69,160,371,1,-1,-1,-1
665,1,1352,60,160,371,1,-1,-1,-1
666,1,1346,50,168,355,1,-1,-1,-1
667,1,1334,50,180,355,1,-1,-1,-1
668,1,1326,50,188,336,1,-1,-1,-1
669,1,1317,50,197,336,1,-1,-1,-1
670,1,1317,50,197,322,1,-1,-1,-1
671,1,1314,56,200,316,1,-1,-1,-1
672,1,1314,56,200,316,1,-1,-1,-1
673,1,1310,48,188,322,1,-1,-1,-1
674,1,1310,44,188,322,1,-1,-1,-1
675,1,1315,36,173,329,1,-1,-1,-1
676,1,1310,36,167,329,1,-1,-1,-1
677,1,1310,36,167,329,1,-1,-1,-1
678,1,1301,34,161,329,1,-1,-1,-1
679,1,1301,41,156,323,1,-1,-1,-1
680,1,1290,41,156,323,1,-1,-1,-1
681,1,1285,34,156,323,1,-1,-1,-1
682,1,1277,28,156,323,1,-1,-1,-1
683,1,1268,20,156,323,1,-1,-1,-1
684,1,1258,12,163,302,1,-1,-1,-1
685,1,1249,12,172,302,1,-1,-1,-1
686,1,1241,12,180,278,1,-1,-1,-1
687,1,1231,12,191,278,1,-1,-1,-1
688,1,1225,17,196,273,1,-1,-1,-1
689,1,1225,17,196,273,1,-1,-1,-1
690,1,1225,17,196,273,1,-1,-1,-1
691,1,1219,12,183,258,1,-1,-1,-1
692,1,1211,7,177,258,1,-1,-1,-1
693,1,1208,3,164,258,1,-1,-1,-1
694,1,1212,3,148,258,1,-1,-1,-1
695,1,1202,3,148,258,1,-1,-1,-1
696,1,1196,3,143,258,1,-1,-1,-1
697,1,1191,3,143,258,1,-1,-1,-1
698,1,1188,3,136,245,1,-1,-1,-1
699,1,1183,0,136,258,1,-1,-1,-1
700,1,1174,3,143,240,1,-1,-1,-1
701,1,1173,3,143,240,1,-1,-1,-1
702,1,1166,3,151,218,1,-1,-1,-1
703,1,1159,3,157,218,1,-1,-1,-1
704,1,1159,3,163,218,1,-1,-1,-1
705,1,1159,3,163,218,1,-1,-1,-1
706,1,1159,3,163,218,1,-1,-1,-1
707,1,1150,3,163,218,1,-1,-1,-1
708,1,1150,2,156,210,1,-1,-1,-1
709,1,1150,3,148,201,1,-1,-1,-1
710,1,1150,3,148,201,1,-1,-1,-1
711,1,1150,3,148,201,1,-1,-1,-1
712,1,1151,3,138,201,1,-1,-1,-1
